file_name,clean,noise,snr
13276.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 5.wav,-2.0902455609167725
13277.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy.wav,5.384162111936657
13278.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0.wav,7.029771911103158
13279.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 2.wav,6.730806210336517
13280.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 3.wav,-2.664508448329359
13281.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 4.wav,-4.95425596783633
13282.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 5.wav,6.05299103267781
13283.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy.wav,8.98300897193511
13284.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0.wav,13.47241115848955
13285.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 2.wav,3.6242465791278544
13286.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 3.wav,-2.42751172060244
13287.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 4.wav,3.7546276333249073
13288.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 5.wav,-0.5661313756178443
13289.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy.wav,12.810961728606554
13290.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0.wav,5.0687876298659
13291.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 2.wav,6.330991945890139
13292.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 3.wav,-1.2626083803913568
13293.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 4.wav,-0.4650266385423296
13294.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 5.wav,8.363360236582626
13295.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy.wav,8.693367569251972
13296.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0.wav,9.523642506492294
13297.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 2.wav,-2.283189533073151
13298.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 3.wav,-3.171716934272948
13299.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 4.wav,8.350805099769762
13300.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 5.wav,11.342787072478743
13301.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy.wav,8.484666094468578
13302.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0.wav,9.597042645778739
13303.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 2.wav,7.1498820483025245
13304.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 3.wav,8.721063377673028
13305.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 4.wav,7.9587724361833505
13306.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 5.wav,0.1619531380500372
13307.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy.wav,8.296284801581365
13308.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0.wav,-4.684162291856994
13309.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 2.wav,0.4278372922590634
13310.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 3.wav,13.064285282444539
13311.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 4.wav,12.106002964573284
13312.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 5.wav,-3.551043405362564
13313.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy.wav,-2.177693905370115
13314.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0.wav,-0.9411582940752417
13315.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 2.wav,-4.634463597520564
13316.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 3.wav,9.223953236539312
13317.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 4.wav,10.291662146902267
13318.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 5.wav,8.444222966160378
13319.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy.wav,5.567911085136865
13320.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0.wav,0.5833164791719958
13321.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 2.wav,-2.655126961968226
13322.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 3.wav,13.817172556642985
13323.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 4.wav,6.838111066346649
13324.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 5.wav,9.3204238678526
13325.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy.wav,7.805086362244811
13326.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0.wav,-4.969150725762748
13327.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 2.wav,6.33663627426923
13328.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 3.wav,9.006477124386134
13329.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 4.wav,13.757874318845097
13330.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 5.wav,10.160637111043101
13331.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy.wav,10.324077759604148
13332.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0.wav,5.4648800672390525
13333.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 2.wav,3.4814856736419175
13334.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 3.wav,3.5645082604202494
13335.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 4.wav,1.2135561739503342
13336.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 5.wav,-4.879484668028726
13337.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy.wav,-1.3182443758456608
13338.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0.wav,11.585490547483149
13339.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 2.wav,10.466403553608771
13340.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 3.wav,9.396207438484296
13341.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 4.wav,2.0313678566760918
13342.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 5.wav,13.463812366511178
13343.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy.wav,14.300520454321289
13344.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0.wav,11.432875163659004
13345.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 2.wav,-1.0515955385410192
13346.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 3.wav,0.25748321525162376
13347.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 4.wav,8.80891146468204
13348.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 5.wav,12.06042182851846
13349.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy.wav,-1.732277561801121
13350.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0.wav,-4.680150204796982
13351.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 2.wav,-4.205165080840305
13352.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 3.wav,13.737715811483886
13353.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 4.wav,12.554410323236155
13354.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 5.wav,-3.758815876207413
13355.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy.wav,5.10132522984708
13356.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0.wav,2.798380572416408
13357.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 2.wav,5.971318835086685
13358.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 3.wav,14.36126948769354
13359.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 4.wav,11.5320258106222
13360.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 5.wav,7.47797377031752
13361.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy.wav,9.3829399107015
13362.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0.wav,-4.5883330036730685
13363.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 2.wav,5.683549499727702
13364.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 3.wav,10.167890359691764
13365.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 4.wav,1.7055391728048264
13366.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 5.wav,11.416520028249122
13367.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy.wav,10.140455879764653
13368.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0.wav,2.317891559776575
13369.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 2.wav,-0.2339407296363749
13370.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 3.wav,12.456734168128321
13371.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 4.wav,-3.3928953084791513
13372.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 5.wav,6.032080629156895
13373.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy.wav,10.294965419068149
13374.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0.wav,-2.6203575219451003
13375.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 2.wav,14.079787029185633
13376.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 3.wav,7.484518941083533
13377.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 4.wav,-2.305589598351254
13378.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 5.wav,8.345880602762554
13379.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy.wav,4.17283491023225
13380.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0.wav,-4.6481691915510925
13381.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 2.wav,-4.568193935689964
13382.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 3.wav,8.149027805108233
13383.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 4.wav,-4.43542208285635
13384.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 5.wav,2.0285281921430998
13385.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy.wav,-2.3275480429466633
13386.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0.wav,5.509874658150311
13387.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 2.wav,11.558515429775797
13388.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 3.wav,-2.9104825260510125
13389.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 4.wav,1.0144166382235875
13390.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 5.wav,7.186645301110612
13391.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy.wav,-0.8173588660509234
13392.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0.wav,-1.8239469702115008
13393.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 2.wav,12.081582318307351
13394.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 3.wav,4.342913263146826
13395.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 4.wav,-0.4444303345998435
13396.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 5.wav,13.340524852386208
13397.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy.wav,5.044184248336901
13398.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0.wav,-4.2277779698105045
13399.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 2.wav,6.821405983378881
13400.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 3.wav,12.900096097998352
13401.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 4.wav,-4.232414720187041
13402.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 5.wav,-3.4374565794331957
13403.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy.wav,8.646639158353278
13404.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0.wav,1.7390628523670104
13405.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 2.wav,-1.37799646163979
13406.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 3.wav,2.504188467313815
13407.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 4.wav,0.9487545000414133
13408.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 5.wav,12.22926492835757
13409.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy.wav,3.9008267880409986
13410.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0.wav,10.8800336186405
13411.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 2.wav,7.838140895449206
13412.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 3.wav,-2.460862051959831
13413.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 4.wav,2.0599844527383415
13414.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 5.wav,10.173972236055258
13415.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy.wav,11.406065121663254
13416.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0.wav,8.737468044716433
13417.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 2.wav,5.119571089388075
13418.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 3.wav,-3.9962959923019237
13419.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 4.wav,6.368774091232772
13420.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 5.wav,0.9586748997841843
13421.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy.wav,-2.6575242800229137
13422.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0.wav,5.306716409942986
13423.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 2.wav,0.873933622048737
13424.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 3.wav,11.112882101670225
13425.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 4.wav,1.3150589802917145
13426.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 5.wav,-2.5150815651921254
13427.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy.wav,7.23970346273461
13428.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0.wav,11.398714556086931
13429.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 2.wav,-1.3850622079303898
13430.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 3.wav,-2.406053144486886
13431.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 4.wav,1.652047918248316
13432.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 5.wav,8.671701172222694
13433.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy.wav,13.302635804017559
13434.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0.wav,3.527683237079471
13435.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 2.wav,2.112088195751327
13436.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 3.wav,-2.7441153618406533
13437.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 4.wav,14.17452379818238
13438.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 5.wav,0.6223279246580593
13439.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy.wav,13.592317188271629
13440.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0.wav,12.689964940566815
13441.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 2.wav,0.4553838367799057
13442.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 3.wav,13.25463658128545
13443.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 4.wav,14.628099568058872
13444.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 5.wav,11.776422871378324
13445.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy.wav,8.919315572503745
13446.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0.wav,-4.264495972800013
13447.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 2.wav,6.521427864498694
13448.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 3.wav,8.504706285850169
13449.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 4.wav,-4.871411169073174
13450.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 5.wav,-2.710106878603722
13451.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy.wav,-3.0289004189976643
13452.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0.wav,-4.289584648912513
13453.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 2.wav,1.7909596028459562
13454.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 3.wav,2.3123196583194505
13455.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 4.wav,9.45757703459803
13456.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 5.wav,10.588312692683559
13457.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy.wav,3.980396331105478
13458.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0.wav,-2.2293240489970723
13459.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 2.wav,-4.7837957414933
13460.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 3.wav,2.189109325465106
13461.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 4.wav,7.5427243570895826
13462.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 5.wav,0.5586836954901298
13463.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy.wav,12.805946480503522
13464.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0.wav,-4.916304442796198
13465.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 2.wav,7.975246644379858
13466.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 3.wav,4.860862422670566
13467.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 4.wav,8.775665251492573
13468.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 5.wav,9.015399874396703
13469.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy.wav,6.68481362030755
13470.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0.wav,7.387429324843964
13471.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 2.wav,7.905381460315781
13472.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 3.wav,0.9164911994954816
13473.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 4.wav,4.176260589161547
13474.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 5.wav,-2.004544208160346
13475.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy.wav,1.6156748568242163
13476.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0.wav,-2.464249051143921
13477.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 2.wav,3.8271910240602858
13478.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 3.wav,-3.02203792994558
13479.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 4.wav,-2.3051674976487346
13480.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 5.wav,10.03574920289395
13481.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy.wav,14.419063550581575
13482.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0.wav,11.426059566261863
13483.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 2.wav,11.147977811968415
13484.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 3.wav,12.409443350902853
13485.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 4.wav,-4.081146299642704
13486.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 5.wav,8.810743667101455
13487.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy.wav,5.231820844545945
13488.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0.wav,10.527659043285741
13489.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 2.wav,8.134467929806146
13490.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 3.wav,2.6428587737371223
13491.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 4.wav,9.629467970783875
13492.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 5.wav,8.088255838762798
13493.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy.wav,1.4730879692764143
13494.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0.wav,1.583092756783444
13495.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 2.wav,10.791588296049863
13496.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 3.wav,13.120608153606979
13497.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 4.wav,11.4261166672508
13498.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 5.wav,6.351680025676285
13499.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy.wav,7.2193045116003285
13500.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0.wav,0.1125765144137092
13501.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 2.wav,-4.17077278268666
13502.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 3.wav,-3.357605062068647
13503.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 4.wav,0.9470239222558896
13504.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 5.wav,4.8502580834392495
13505.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy.wav,5.35787758068002
13506.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0.wav,10.137010877879273
13507.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 2.wav,4.65569521781619
13508.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 3.wav,5.779498038601226
13509.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 4.wav,0.3628077446976463
13510.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 5.wav,10.479004498971307
13511.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy.wav,9.094089233268939
13512.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0.wav,-2.0832780547144347
13513.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 2.wav,5.899377872818881
13514.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 3.wav,11.341924607700511
13515.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 4.wav,-4.969664403129754
13516.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 5.wav,13.383712915498752
13517.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy.wav,11.17182901050759
13518.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0.wav,-3.9159768432790187
13519.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 2.wav,3.103267173967572
13520.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 3.wav,10.164158420379337
13521.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 4.wav,-3.176251994130146
13522.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 5.wav,10.402729304736031
13523.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy.wav,0.020904486482300477
13524.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0.wav,-4.7234334570105
13525.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0 copy 2.wav,1.2031097403409885
13526.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 3.wav,12.40994501762939
13527.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 4.wav,3.578015534832395
13528.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 5.wav,9.431183160118765
13529.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy.wav,0.05142699073373169
13530.wav,./clean/clean_fileid_0.wav,./noise/noise_fileid_0.wav,0.6874898135696883
13531.wav,./clean/clean_fileid_0 copy 2.wav,./noise/noise_fileid_0 copy 2.wav,3.026453694620761
13532.wav,./clean/clean_fileid_0 copy 3.wav,./noise/noise_fileid_0 copy 3.wav,0.13724353891206187
13533.wav,./clean/clean_fileid_0 copy 4.wav,./noise/noise_fileid_0 copy 4.wav,9.63485198710104
13534.wav,./clean/clean_fileid_0 copy.wav,./noise/noise_fileid_0 copy 5.wav,13.892200606934495
